Wall time,Step,Value
1624892510.335089,0,0.5773149132728577
1624892559.243355,1,0.5317426323890686
1624892608.004152,2,0.5188489556312561
1624892657.82505,3,0.5113290548324585
1624892708.087687,4,0.5050160884857178
1624892758.469937,5,0.4997827112674713
1624892808.384787,6,0.49563464522361755
1624892858.06276,7,0.49228426814079285
1624892907.809813,8,0.48965537548065186
1624892958.807178,9,0.48724791407585144
1624893008.411697,10,0.48515310883522034
1624893058.533484,11,0.48331260681152344
1624893109.145754,12,0.4815235733985901
1624893159.847296,13,0.48001548647880554
1624893210.708609,14,0.47835594415664673
1624893261.421023,15,0.47677868604660034
1624893311.104415,16,0.4752216637134552
1624893361.692603,17,0.473395973443985
1624893412.447349,18,0.47183918952941895
1624893464.69488,19,0.4703507423400879
1624893515.700936,20,0.46880385279655457
1624893567.317092,21,0.46737563610076904
1624893618.461389,22,0.4661249816417694
1624893669.935545,23,0.4646954834461212
1624893720.802626,24,0.4634668827056885
1624893771.099027,25,0.46221697330474854
1624893821.492908,26,0.4609382748603821
1624893871.873233,27,0.45996755361557007
1624893922.574041,28,0.45886844396591187
1624893973.396977,29,0.4575851857662201
1624894023.873268,30,0.4567161798477173
1624894073.967949,31,0.4555399417877197
1624894124.534962,32,0.4546794593334198
1624894174.9824,33,0.45366883277893066
1624894225.518342,34,0.45271971821784973
1624894276.258271,35,0.4516865313053131
1624894326.557646,36,0.4506019055843353
1624894377.42519,37,0.44953566789627075
1624894428.134634,38,0.4487622380256653
1624894477.040692,39,0.4479047358036041
1624894526.250861,40,0.44697868824005127
1624894574.796978,41,0.44607728719711304
1624894624.299854,42,0.445270299911499
1624894673.342445,43,0.4443175792694092
1624894722.655795,44,0.44343066215515137
1624894771.393287,45,0.442680686712265
1624894820.641879,46,0.441689670085907
1624894869.718286,47,0.4411313831806183
1624894918.880201,48,0.4404772222042084
1624894967.778464,49,0.43946269154548645
1624895016.987636,50,0.4388423562049866
1624895066.234326,51,0.4379461109638214
1624895115.525521,52,0.4373493194580078
1624895164.914486,53,0.4367115795612335
1624895214.109769,54,0.4359378516674042
1624895263.462885,55,0.43510904908180237
1624895312.569497,56,0.4345833659172058
1624895361.811758,57,0.4339931905269623
1624895411.388042,58,0.43325933814048767
1624895460.70917,59,0.43257230520248413
1624895509.771445,60,0.4320521056652069
