Wall time,Step,Value
1624958818.570216,0,0.5750953555107117
1624958847.825898,1,0.5322122573852539
1624958878.111157,2,0.519142210483551
1624958908.448426,3,0.5123406648635864
1624958938.404357,4,0.5078073143959045
1624958968.539184,5,0.5042340159416199
1624958999.357902,6,0.5011633634567261
1624959030.437459,7,0.498299241065979
1624959061.06384,8,0.49559515714645386
1624959091.477617,9,0.49299487471580505
1624959121.822584,10,0.4906792938709259
1624959151.974461,11,0.48856663703918457
1624959182.329406,12,0.48687270283699036
1624959212.32875,13,0.4851287305355072
1624959243.113292,14,0.4836999773979187
1624959273.490928,15,0.48217716813087463
1624959304.553842,16,0.4810923635959625
1624959334.995785,17,0.47975194454193115
1624959365.6675,18,0.4787679612636566
1624959396.624806,19,0.4775562882423401
1624959427.109991,20,0.4763892889022827
1624959457.610779,21,0.47531038522720337
1624959488.151594,22,0.4742383062839508
1624959518.505713,23,0.4731852412223816
1624959548.832554,24,0.4721188247203827
1624959579.443613,25,0.47094592452049255
1624959610.442477,26,0.46993762254714966
1624959641.445797,27,0.4687769412994385
1624959672.201656,28,0.467713326215744
1624959703.126511,29,0.4666779935359955
1624959733.94407,30,0.4657251238822937
1624959763.982459,31,0.4646001160144806
1624959794.740517,32,0.4634610116481781
1624959825.634436,33,0.46266892552375793
1624959855.67499,34,0.46165117621421814
1624959886.27775,35,0.4606756269931793
1624959916.883495,36,0.4598885476589203
1624959947.766938,37,0.45905300974845886
1624959978.843968,38,0.4580906331539154
1624960009.275273,39,0.45720821619033813
1624960040.22601,40,0.45649245381355286
1624960071.376332,41,0.4557383954524994
1624960101.912303,42,0.4548662304878235
1624960132.342733,43,0.45426449179649353
1624960162.348824,44,0.4533199667930603
1624960192.595349,45,0.4526897668838501
1624960223.056711,46,0.45199400186538696
1624960254.066868,47,0.4514336585998535
1624960284.263438,48,0.450406014919281
1624960315.428029,49,0.44977402687072754
1624960346.056644,50,0.4491724669933319
1624960376.545135,51,0.44837573170661926
1624960407.18535,52,0.44782647490501404
1624960437.06296,53,0.44693827629089355
1624960467.852524,54,0.4465373158454895
1624960498.732245,55,0.4457181692123413
1624960529.498526,56,0.4450402557849884
1624960560.171319,57,0.44437175989151
1624960591.462148,58,0.4437149167060852
1624960622.102646,59,0.4431835114955902
