Wall time,Step,Value
1624944868.072488,173,0.384132444858551
1624944908.077275,174,0.38371163606643677
1624944948.372584,175,0.38333097100257874
1624944989.323104,176,0.3828684687614441
1624945030.034458,177,0.38253360986709595
1624945070.619221,178,0.3820757269859314
1624945110.968327,179,0.3819415867328644
1624945151.433142,180,0.38127562403678894
1624945191.913933,181,0.380937397480011
1624945232.343601,182,0.38072556257247925
1624945272.644196,183,0.3803362250328064
1624945313.513881,184,0.38002556562423706
1624945354.111908,185,0.3796827495098114
1624945394.608511,186,0.37902674078941345
1624945435.173319,187,0.37903398275375366
1624945475.694814,188,0.3786703646183014
1624945515.835676,189,0.37809956073760986
1624945555.623557,190,0.37790700793266296
1624945596.042049,191,0.37742629647254944
1624945636.710139,192,0.37721267342567444
1624945677.183937,193,0.37663331627845764
1624945717.625318,194,0.37627676129341125
1624945757.843816,195,0.3760032653808594
1624945798.421433,196,0.3757406175136566
1624945838.857133,197,0.37526923418045044
1624945879.231835,198,0.3748776316642761
1624945919.370732,199,0.37489014863967896
1624945959.886445,200,0.3740929365158081
1624946000.412301,201,0.3738686740398407
1624946041.212818,202,0.3740307092666626
1624946081.055802,203,0.3732038736343384
1624946121.377195,204,0.3728961646556854
1624946161.558699,205,0.37268826365470886
1624946201.870551,206,0.37226003408432007
1624946242.329731,207,0.37181273102760315
1624946283.092401,208,0.3716302216053009
1624946323.578981,209,0.3713299632072449
1624946363.960663,210,0.37045925855636597
1624946404.757845,211,0.3706692159175873
1624946445.135183,212,0.37009114027023315
1624946485.314849,213,0.3699778914451599
1624946525.455242,214,0.369503378868103
1624946565.117147,215,0.3693920075893402
1624946605.061342,216,0.3690318465232849
1624946645.211184,217,0.3686499297618866
1624946685.745194,218,0.3684370219707489
1624946726.212324,219,0.36779680848121643
1624946766.567674,220,0.3678189814090729
1624946806.940136,221,0.3677043914794922
1624946847.559595,222,0.36738625168800354
1624946887.763255,223,0.3666532039642334
1624946928.117138,224,0.3666566014289856
1624946968.646311,225,0.3661937117576599
1624947009.0785,226,0.3661479949951172
1624947049.441744,227,0.3658120334148407
1624947089.834125,228,0.3652149736881256
1624947130.246419,229,0.36504364013671875
1624947170.641348,230,0.36460474133491516
1624947210.493685,231,0.3648935556411743
1624947250.779507,232,0.3643724322319031
1624947291.431113,233,0.36361512541770935
1624947331.832994,234,0.36354783177375793
1624947372.281795,235,0.3631024658679962
1624947412.758065,236,0.36306899785995483
1624947453.159887,237,0.3626863658428192
1624947493.544352,238,0.36235883831977844
1624947534.415948,239,0.3616626560688019
1624947574.886518,240,0.36199355125427246
1624947615.476649,241,0.36166954040527344
1624947655.876584,242,0.36110204458236694
1624947695.818646,243,0.3615018427371979
1624947736.408449,244,0.3605225086212158
1624947776.7512,245,0.36043500900268555
1624947816.959737,246,0.35989686846733093
1624947857.412114,247,0.35972335934638977
1624947897.890995,248,0.3594640791416168
1624947938.338349,249,0.3591649532318115
1624947978.756503,250,0.3590337634086609
1624948019.252295,251,0.3585686981678009
1624948059.805094,252,0.358264684677124
1624948099.961172,253,0.3579224944114685
1624948140.484738,254,0.35795357823371887
1624948180.938663,255,0.3575161099433899
1624948221.198938,256,0.3571842312812805
1624948261.452739,257,0.35692793130874634
1624948302.005129,258,0.35672247409820557
1624948342.559762,259,0.3562421500682831
1624948383.330627,260,0.3561219274997711
1624948423.761078,261,0.35643768310546875
1624948464.118518,262,0.35523608326911926
1624948504.312774,263,0.35563939809799194
1624948544.746004,264,0.35507670044898987
1624948585.278996,265,0.3548329472541809
1624948625.857333,266,0.354783833026886
1624948666.727331,267,0.3542257249355316
1624948706.931723,268,0.3542672097682953
1624948747.057091,269,0.3537226915359497
1624948787.866658,270,0.35357213020324707
1624948827.981141,271,0.3535180389881134
1624948868.668041,272,0.3531179130077362
1624948908.75325,273,0.35318565368652344
1624948948.960178,274,0.3525252342224121
1624948988.487736,275,0.3519498407840729
1624949028.722253,276,0.35195866227149963
1624949069.277488,277,0.3516102731227875
1624949109.412645,278,0.3512446880340576
1624949149.808374,279,0.35097119212150574
1624949190.409162,280,0.3512163758277893
1624949231.090296,281,0.35090717673301697
1624949271.83083,282,0.35061267018318176
1624949312.267833,283,0.35045015811920166
1624949351.81898,284,0.349886029958725
1624949391.715198,285,0.34987178444862366
1624949432.308742,286,0.3493754267692566
1624949472.385803,287,0.3490876853466034
1624949512.590533,288,0.34870004653930664
1624949553.384668,289,0.3483037054538727
1624949593.462494,290,0.34830790758132935
1624949633.808448,291,0.34822753071784973
1624949674.32786,292,0.34820207953453064
1624949714.59078,293,0.34782469272613525
1624949754.891502,294,0.3473674952983856
1624949795.196045,295,0.3472879230976105
1624949835.542898,296,0.3467904031276703
1624949876.112812,297,0.3468805253505707
1624949916.598691,298,0.3465353846549988
1624949957.252825,299,0.34644412994384766
1624949997.894116,300,0.34593722224235535
1624950038.907338,301,0.34568172693252563
1624950079.587539,302,0.3459852635860443
1624950120.505794,303,0.345300555229187
1624950161.204787,304,0.3449097275733948
1624950201.291501,305,0.3448357880115509
1624950241.81452,306,0.3446919620037079
1624950282.274726,307,0.3443840444087982
1624950322.321108,308,0.34411388635635376
1624950362.06197,309,0.3437996506690979
1624950402.679104,310,0.343656063079834
1624950443.570166,311,0.3430926203727722
1624950484.320822,312,0.343522310256958
1624950525.191971,313,0.3429510295391083
1624950565.9906,314,0.34263986349105835
1624950606.453571,315,0.3426133692264557
1624950646.876144,316,0.34219473600387573
1624950687.413431,317,0.34205392003059387
1624950727.709355,318,0.3420473337173462
1624950767.961973,319,0.34154313802719116
1624950808.571587,320,0.34087100625038147
1624950848.849642,321,0.34105098247528076
1624950889.03195,322,0.34102874994277954
1624950929.962221,323,0.34120726585388184
1624950970.685568,324,0.3400852084159851
1624951011.407846,325,0.34050679206848145
1624951052.044852,326,0.33978354930877686
1624951093.004958,327,0.33997371792793274
1624951133.225009,328,0.3396274149417877
1624951173.604129,329,0.33905842900276184
1624951213.92397,330,0.33903634548187256
1624951254.74587,331,0.33910417556762695
1624951294.876619,332,0.33830592036247253
1624951335.340662,333,0.3382900655269623
1624951376.011801,334,0.3380623161792755
1624951416.488003,335,0.338370144367218
1624951456.682822,336,0.33808356523513794
1624951497.080951,337,0.33754464983940125
1624951537.440998,338,0.3372885584831238
1624951577.851596,339,0.3368634581565857
1624951618.28611,340,0.33731138706207275
1624951658.832021,341,0.3364037573337555
1624951699.066156,342,0.33636021614074707
1624951739.835189,343,0.33605867624282837
1624951780.681132,344,0.33575764298439026
1624951821.336607,345,0.33591127395629883
1624951861.764117,346,0.3356456160545349
1624951902.088578,347,0.33569976687431335
1624951942.823559,348,0.3351838290691376
1624951983.096001,349,0.335233211517334
1624952023.238689,350,0.3349214792251587
1624952063.288696,351,0.3345419764518738
1624952103.615209,352,0.3346642255783081
1624952143.809763,353,0.33444443345069885
1624952184.131908,354,0.3341418206691742
1624952224.722265,355,0.33417728543281555
1624952264.712981,356,0.33375221490859985
1624952305.787702,357,0.3333529829978943
1624952346.297581,358,0.33270660042762756
1624952386.378089,359,0.3326304256916046
1624952426.856683,360,0.332783579826355
1624952467.291051,361,0.33193451166152954
1624952507.654402,362,0.331921249628067
1624952548.005709,363,0.3325575590133667
1624952588.105236,364,0.3315359354019165
1624952628.672568,365,0.33158257603645325
1624952669.479414,366,0.3311627507209778
1624952709.714254,367,0.33125752210617065
1624952750.182221,368,0.3313376307487488
1624952790.472976,369,0.33058708906173706
1624952830.590892,370,0.33064642548561096
1624952871.015221,371,0.33022770285606384
1624952911.187104,372,0.3302501142024994
1624952951.860773,373,0.3298661708831787
1624952992.341273,374,0.330074280500412
1624953032.590065,375,0.3295983672142029
1624953073.021614,376,0.32952794432640076
1624953113.653731,377,0.3293823003768921
1624953154.148494,378,0.32876744866371155
1624953194.286394,379,0.3289318382740021
1624953234.548004,380,0.3287006616592407
1624953275.208069,381,0.3285546898841858
1624953315.629062,382,0.3286234736442566
1624953356.130523,383,0.328086256980896
1624953396.749172,384,0.32800957560539246
1624953437.405915,385,0.32811516523361206
1624953477.693498,386,0.32708093523979187
1624953517.91828,387,0.32710233330726624
1624953558.247505,388,0.32689082622528076
1624953598.731984,389,0.3269736170768738
1624953639.443106,390,0.326507568359375
1624953679.91686,391,0.32689225673675537
1624953720.336332,392,0.3260241448879242
1624953760.599592,393,0.32631081342697144
1624953800.915722,394,0.32623356580734253
1624953840.864484,395,0.32598403096199036
1624953881.223892,396,0.3257223665714264
1624953921.760722,397,0.3257099688053131
1624953962.125411,398,0.32488682866096497
1624954002.46014,399,0.325201153755188
1624954042.852549,400,0.324352502822876
1624954083.739295,401,0.3241974711418152
1624954124.524898,402,0.32463565468788147
1624954164.240944,403,0.3240695595741272
1624954204.493581,404,0.32426512241363525
1624954245.081471,405,0.32362326979637146
1624954285.457592,406,0.32381272315979004
1624954325.672976,407,0.3235390782356262
1624954366.080217,408,0.32323452830314636
1624954406.602731,409,0.3226498067378998
1624954446.531102,410,0.32296350598335266
1624954486.209187,411,0.32255542278289795
1624954526.769321,412,0.32220107316970825
1624954567.135898,413,0.32253703474998474
1624954607.630276,414,0.3226267695426941
1624954648.030357,415,0.32232746481895447
1624954688.549376,416,0.3220997452735901
1624954729.237138,417,0.3215446174144745
1624954769.718485,418,0.32169875502586365
1624954810.223617,419,0.32125917077064514
1624954851.025162,420,0.3209611475467682
1624954891.324021,421,0.3213891386985779
1624954931.286871,422,0.32058703899383545
1624954971.299553,423,0.319911390542984
1624955011.82485,424,0.3202371597290039
1624955051.916705,425,0.32016974687576294
1624955092.296863,426,0.32003167271614075
1624955132.70192,427,0.31962090730667114
1624955173.324352,428,0.3192197382450104
1624955213.908571,429,0.31951266527175903
1624955254.078619,430,0.31913116574287415
1624955294.856727,431,0.31977635622024536
1624955335.492017,432,0.31892940402030945
1624955375.738789,433,0.31909680366516113
1624955416.513703,434,0.3187626898288727
1624955457.005127,435,0.3186163306236267
1624955497.615479,436,0.31821364164352417
1624955538.301784,437,0.31806206703186035
1624955578.619145,438,0.31757715344429016
1624955619.135458,439,0.3176060914993286
1624955659.412691,440,0.31748059391975403
1624955699.834983,441,0.3172624111175537
1624955740.084976,442,0.3174154758453369
1624955780.997173,443,0.31710121035575867
1624955821.544452,444,0.3172368109226227
1624955861.69793,445,0.31653186678886414
1624955902.230546,446,0.31665268540382385
1624955942.550814,447,0.3158247470855713
1624955983.210774,448,0.315893292427063
1624956023.87102,449,0.3160855174064636
1624956064.504061,450,0.3158807158470154
1624956105.007505,451,0.3152855336666107
1624956145.487314,452,0.3148365616798401
1624956185.537464,453,0.3157479465007782
1624956226.337989,454,0.3148690164089203
1624956266.692719,455,0.3147357702255249
1624956307.244841,456,0.3143014907836914
1624956347.637927,457,0.3142976462841034
1624956387.710008,458,0.3138762414455414
1624956428.120979,459,0.3139496445655823
1624956468.216169,460,0.3141411542892456
1624956508.423851,461,0.3136236071586609
1624956548.81265,462,0.3138449192047119
1624956589.223644,463,0.31375354528427124
1624956629.697167,464,0.31364408135414124
1624956669.883549,465,0.31336456537246704
1624956710.861448,466,0.3124854862689972
1624956751.177423,467,0.3124152421951294
1624956791.892295,468,0.31261539459228516
1624956832.154958,469,0.31291618943214417
1624956872.211121,470,0.3125769793987274
1624956912.531546,471,0.31230399012565613
